Rank,Company Name,3-Year % Growth,Revenue,Industry,# of Employees,City,State
2155, Accounting Management Solutions, 147%, $15.9 million, Financial Services, 103, Waltham, MA
2156, Top Flite Financial, 147%, $7.4 million, Financial Services, 250, Williamston, MI
2157, Granite, 146%, $359.6 million, Telecommunications, 625, Quincy, MA
2157, Insight Sourcing Group, 146%, $3.9 million, Business Products & Services, 18, Norcross, GA
2158, PCD Group, 146%, $2.1 million, Advertising & Marketing, 9, Portland, OR
2159, Rod Works, 146%, $4.5 million, Retail, 60, Lehi, UT
2160, Global Aircraft Services, 146%, $5.9 million, Logistics & Transportation, 5, Seattle, WA
2161, Executive Communications, 146%, $4.8 million, Business Products & Services, 17, Louisville, KY
2162, Sage Environmental Consulting, 146%, $18.3 million, Environmental Services, 227, Austin, TX
2163, Symmetri Marketing Group, 146%, $2.4 million, Advertising & Marketing, 18, Chicago, IL
2164, Hello Metro, 146%, $4.7 million, Travel, 13, Louisville, KY
2165, e-Management, 146%, $12 million, Government Services, 60, Silver Spring, MD
2166, Jacquette Consulting, 146%, $3.2 million, IT Services, 26, Malvern, PA
2167, Traube Tent, 146%, $4.6 million, Construction, 45, Columbia, IL
2168, Vigilan, 146%, $3.5 million, Software, 15, Willsonville, OR
2169, Busey Group, 146%, $21.6 million, Government Services, 245, Oklahoma City, OK
2170, SchoolDude.com, 145%, $14.4 million, Education, 116, Cary, NC
2171, M-Pak, 145%, $2.6 million, Business Products & Services, 4, Aledo, TX
2172, TIG Global, 145%, $28.7 million, Advertising & Marketing, 117, Chevy Chase, MD
2173, Vehicle Tracking Solutions, 145%, $7.3 million, Logistics & Transportation, 40, Deer Park, NY
2174, Nutiva, 145%, $6.5 million, Food & Beverage, 6, Oxnard, CA
2175, Harmonia, 145%, $3.2 million, Software, 32, Blacksburg, VA
2176, Practice Management Center, 145%, $4.7 million, Health, 125, North Tonawanda, NY
2177, SureScore, 145%, $3 million, Education, 40, Austin, TX
2178, Emergent Medical Associates, 145%, $2.5 million, Health, 11, Manhattan Beach, CA
2179, Perimeter E-Security, 145%, $57.5 million, Security, 325, Milford, CT
2180, Highlander Vinyl Railing, 145%, $3.7 million, Business Products & Services, 30, Greenville, GA
2181, Rothstein Kass, 145%, $168.5 million, Financial Services, 929, Roseland, NJ
2182, Meltmedia, 145%, $2.1 million, IT Services, 17, Tempe, AZ
2183, PrintRunner, 145%, $9.3 million, Business Products & Services, 64, Chatsworth, CA
2184, 80sTees.com, 145%, $10.6 million, Retail, 15, Mt. Pleasant, PA
2185, TriNet, 145%, $103.4 million, Human Resources, 400, San Leandro, CA
2186, Online Stores, 144%, $20.7 million, Retail, 90, New Stanton, PA
2187, CustomWeather, 144%, $2.1 million, Business Products & Services, 20, San Francisco, CA
2188, Peaksware, 144%, $2.1 million, Software, 20, Lafayette, CO
2188, Odyssey Technical Solutions, 144%, $4.1 million, Business Products & Services, 30, Round Rock, TX
2189, OpTech, 144%, $10 million, IT Services, 62, Troy, MI
2190, Precision Swiss Products, 144%, $4.8 million, Manufacturing, 46, Milpitas, CA
2191, Logic Supply, 144%, $10.6 million, Computer Hardware, 28, South Burlington, VT
2192, J.L. Moore, 144%, $11.1 million, Construction, 24, Columbia Station, OH
2193, Renovation by MyHome, 144%, $29 million, Construction, 50, New York, NY
2194, PerformTech, 144%, $15.3 million, Government Services, 59, Alexandria, VA
2195, Mosaic, 144%, $4.1 million, Government Services, 15, Oak Hill, VA
2196, Quality Label, 144%, $7.8 million, Business Products & Services, 50, Elk River, MN
2197, Carousel Industries, 144%, $147.2 million, Telecommunications, 500, Exeter, RI
2198, Noble Investment Group, 144%, $383.4 million, Travel, 7500, Atlanta, GA
2199, Open Systems Technologies, 144%, $33.3 million, IT Services, 80, Grand Rapids, MI
2200, SAI Systems International, 143%, $9.7 million, IT Services, 180, Shelton, CT
2201, Futura Services, 143%, $8.3 million, IT Services, 41, Fort Washington, PA
2202, Veterans Home Care, 143%, $5.7 million, Health, 30, Saint Louis, MO
2203, MarketSphere Consulting, 143%, $62.1 million, Business Products & Services, 254, Kansas City, MO
2204, Resource Interactive, 143%, $39.2 million, Advertising & Marketing, 220, Columbus, OH
2205, Junxure, 143%, $3.3 million, Software, 27, Palm Beach Gardens, FL
2206, Royal Plus, 143%, $25.5 million, Construction, 100, Snow Hill, MD
2207, Keystrokes Transcription Service, 143%, $11.1 million, Health, 472, Yorkville, IL
2208, All Systems Go, 143%, $4 million, Construction, 50, North Las Vegas, NV
2209, The Aagard Group, 143%, $16 million, Manufacturing, 67, Alexandria, MN
2210, CentraComm, 142%, $6.4 million, IT Services, 19, Findlay, OH
2211, Zia Engineering, 142%, $5.2 million, Engineering, 94, Las Cruces, NM
2212, Farylrobin, 142%, $4.3 million, Consumer Products & Services, 8, New York, NY
2213, The Matrix Companies, 142%, $4 million, Business Products & Services, 44, Cincinnati, OH
2214, Altus Learning Systems, 142%, $5.8 million, Software, 24, Campbell, CA
2215, Infinity Network Solutions, 142%, $5.2 million, IT Services, 35, Macon, GA
2215, WebVisible, 142%, $10.7 million, Advertising & Marketing, 95, Irvine, CA
2216, Pump Engineering, 142%, $9.3 million, Manufacturing, 36, Monroe, MI
2217, NT Concepts, 142%, $9.4 million, IT Services, 35, Vienna, VA
2218, CompNation, 142%, $8.3 million, Retail, 23, Franklin, TN
2219, Weather Decision Technologies, 142%, $5.5 million, Business Products & Services, 55, Norman, OK
2220, McElvain Oil & Gas Properties, 141%, $85.9 million, Energy, 65, Denver, CO
2221, Visix, 141%, $5.8 million, Software, 29, Norcross, GA
2222, Beacon Application Services, 141%, $14.2 million, IT Services, 80, Framingham, MA
2223, Cornerstone Detention Products, 141%, $47.5 million, Construction, 115, Tanner, AL
2224, Bayshore Solutions, 141%, $5.6 million, Business Products & Services, 55, Tampa, FL
2225, PCI Millwork, 141%, $5.5 million, Construction, 20, Tucker, GA
2226, Primo Water, 141%, $36 million, Food & Beverage, 74, Winston-Salem, NC
2227, Kelton, 141%, $7.1 million, Advertising & Marketing, 25, Culver City, CA
2228, Fast Trac Transportation, 141%, $15.8 million, Logistics & Transportation, 58, Houston, TX
2229, Digital Insurance, 141%, $15.9 million, Insurance, 145, Atlanta, GA
2230, Trainz.com, 141%, $5.6 million, Retail, 22, Buford, GA
2231, Franklin American Mortgage, 140%, $154.8 million, Financial Services, 750, Franklin, TN
2232, KaMedData, 140%, $11.1 million, Health, 207, Pensacola, FL
2233, Consultedge, 140%, $30.5 million, Telecommunications, 100, Whippany, NJ
2234, C&K Systems, 140%, $2.8 million, IT Services, 21, Chesapeake, VA
2235, Par Avion Travel, 140%, $21.2 million, Travel, 18, Los Angeles, CA
2236, Language Services Associates, 140%, $17.5 million, Business Products & Services, 115, Horsham, PA
2237, Barhorst Insurance Group, 140%, $8.2 million, Insurance, 94, Houston, TX
2238, Evolution1, 140%, $22.2 million, Health, 68, Fargo, ND
2239, ICSN, 140%, $10.9 million, Manufacturing, 19, Corona, CA
2240, Corporate Floors, 140%, $5.8 million, Construction, 32, Grapevine, TX
2241, InsightsNow, 140%, $9 million, Advertising & Marketing, 41, Corvallis, OR
2242, Binary Tree, 140%, $15.5 million, Software, 65, Newark, NJ
2243, Argotek, 140%, $16.7 million, Government Services, 51, Chantilly, VA
2244, Martin Brothers Construction, 140%, $3.4 million, Construction, 80, Sacramento, CA
2245, Bar Harbor Foods, 140%, $3.4 million, Food & Beverage, 19, Whiting, ME
2246, Switchfast Technologies, 140%, $3.5 million, IT Services, 27, Chicago, IL
2247, Corporate Suites Business Centers, 140%, $12 million, Business Products & Services, 2, New York, NY
2248, Oracle Diagnostic Laboratories, 139%, $6.6 million, Health, 63, Davie, FL
2249, Digital Prospectors, 139%, $17.5 million, IT Services, 49, Exeter, NH
2250, Bluewolf, 139%, $29 million, IT Services, 175, New York City, NY
2251, IdentityMine, 139%, $6.8 million, Software, 62, Tacoma, WA
2252, MachineTools.com, 139%, $2.5 million, Manufacturing, 15, West Bloomfield, MI
2253, Enterprise Security, 139%, $4.3 million, Security, 25, Anaheim, CA
2254, Victor Results Advertising, 139%, $8.3 million, Advertising & Marketing, 17, Brentwood, TN
2255, OpticsPlanet, 139%, $51.2 million, Retail, 140, Northbrook, IL
2256, PWR, 139%, $26.7 million, Telecommunications, 100, Syracuse, NY
2257, JW Surety Bonds, 138%, $2.6 million, Insurance, 9, Pipersville, PA
2258, DoublePositive, 138%, $3.7 million, Advertising & Marketing, 13, Baltimore, MD
2259, Pyramid Systems, 138%, $13.5 million, Government Services, 85, Fairfax, VA
2260, Humble Abode, 138%, $3.6 million, Retail, 10, Santa Rosa, CA
2261, Arcus, 138%, $22.1 million, Human Resources, 58, Hummelstown, PA
2262, APS Lighting & Safety Products, 138%, $6.1 million, Construction, 15, San Diego, CA
2263, Anthem Media Group, 138%, $9.6 million, Advertising & Marketing, 169, Overland Park, KS
2264, TheAdmins, 138%, $5 million, IT Services, 15, Summit, NJ
2265, The Allied Power Group, 138%, $24.1 million, Energy, 75, Houston, TX
2266, Everyday Health, 138%, $70.6 million, Media, 250, New York, NY
2267, Digital Gateway, 138%, $9.3 million, Software, 60, Provo, UT
2268, Terry Environmental Services, 138%, $3 million, Environmental Services, 12, Summerville, SC
2269, Fleet Management Solutions, 138%, $5.2 million, Logistics & Transportation, 30, San Luis Obispo, CA
2270, Micah Group Energy & Environmental, 137%, $6.3 million, Environmental Services, 20, Lexington, KY
2271, Menlo Innovations, 137%, $3.7 million, Software, 12, Ann Arbor, MI
2272, Convergenz, 137%, $9.6 million, Human Resources, 160, McLean, VA
2273, Heat And Cool, 137%, $2.9 million, Construction, 8, Miami, FL
2274, Space Micro, 137%, $4.2 million, Government Services, 31, San Diego, CA
2275, SwipeClock, 137%, $3.3 million, Business Products & Services, 26, South Jordan, UT
2276, M3 Glass Technologies, 137%, $11.4 million, Manufacturing, 91, Irving, TX
2277, DataPipe, 137%, $55 million, IT Services, 225, Jersey City, NJ
2278, The Bare Board Group, 137%, $26.5 million, Computer Hardware, 21, Largo, FL
2279, Adia Kibur Accessories, 137%, $2.3 million, Consumer Products & Services, 10, Alhambra, CA
2280, Summit Technology, 136%, $8.2 million, IT Services, 41, Athens, AL
2281, 5W Public Relations, 136%, $11.9 million, Advertising & Marketing, 79, New York, NY
2282, Network9, 136%, $2.3 million, Telecommunications, 17, Dublin, OH
2283, Judicial Correction Services, 136%, $10.1 million, Security, 208, Atlanta, GA
2284, Hartung Brothers, 136%, $145.6 million, Food & Beverage, 95, Madison, WI
2285, Paramore | The Digital Agency, 136%, $3.8 million, Advertising & Marketing, 26, Nashville, TN
2286, Apparatus, 136%, $6.7 million, IT Services, 55, Indianapolis, IN
2287, Centra Bank, 135%, $76.9 million, Financial Services, 232, Morgantown, WV
2288, Diverse Lynx, 135%, $15.4 million, IT Services, 145, Princeton, NJ
2289, Newport Partners, 135%, $2.2 million, Engineering, 6, Davidsonville, MD
2290, GlobalEnglish, 135%, $28.6 million, Business Products & Services, 160, Brisbane, CA
2291, Intelligent Decisions, 135%, $221.1 million, IT Services, 213, Ashburn, VA
2292, Corso's Cookies, 135%, $2.3 million, Food & Beverage, 18, Syracuse, NY
2293, Mimeo.com, 135%, $61.7 million, Business Products & Services, 547, New York, NY
2294, Kaizen Technologies, 135%, $12.6 million, IT Services, 98, Edison, NJ
2295, Boston Interactive, 135%, $3.6 million, Advertising & Marketing, 24, Charlestown, MA
2296, Loop'd Network, 135%, $2 million, Media, 18, San Diego, CA
2297, Galaxy Desserts, 135%, $20.2 million, Food & Beverage, 200, Richmond, CA
2298, Capstone Brokerage, 135%, $2.3 million, Insurance, 25, Las Vegas, NV
2299, RPI, 135%, $21.1 million, Business Products & Services, 100, Seattle, WA
2299, Amity Technology, 134%, $49 million, Manufacturing, 75, Fargo, ND
2300, RehabAbilities, 134%, $8.1 million, Health, 472, Rancho Cucamonga, CA
2301, Edifecs, 134%, $14.5 million, Software, 64, Bellevue, WA
2302, Leviathan, 134%, $27.3 million, Business Products & Services, 12, Brooklyn, NY
2303, Nexius, 134%, $32.7 million, Telecommunications, 285, Allen, TX
2304, AOS, 134%, $128.8 million, IT Services, 205, Overland Park, KS
2305, MCAD Technologies, 134%, $9.4 million, IT Services, 30, Lakewood, CO
2306, Evocative, 134%, $3 million, IT Services, 6, Emeryville, CA
2307, New Light Learning and Development Inc., 134%, $376963, Education, 2, Coatesville, PA
2308, Ameridian Specialty Services, 133%, $8.1 million, Construction, 60, Cincinnati, OH
2309, NEXT Financial Holdings, 133%, $132.1 million, Financial Services, 125, Houston, TX
2310, American Biotech Labs, 133%, $6 million, Health, 25, Alpine, UT
2311, Proforma Brand Proformance, 133%, $2.2 million, Business Products & Services, 12, Houston, TX
2312, Donan Engineering, 133%, $16.2 million, Engineering, 117, Louisville, KY
2313, IMC Consulting, 133%, $6.5 million, Government Services, 14, Woodstock, MD
2314, Health Market Science, 133%, $28.7 million, Health, 144, King of Prussia, PA
2315, Dixie Medical, 133%, $10.2 million, Health, 12, Franklin, TN
2316, BroadSoft, 133%, $61.5 million, Telecommunications, 358, Gaithersburg, MD
2317, Integrated Design Group, 133%, $8.7 million, Engineering, 45, Boston, MA
2318, Testa Companies, 133%, $65.1 million, Construction, 44, Cuyahoga Falls, OH
2319, Twenty Four Seven, 133%, $13.7 million, Advertising & Marketing, 65, Portland, OR
2320, Burry Foodservice, 132%, $5.9 million, Food & Beverage, 4, Saint Charles, IL
2321, Providea Conferencing, 132%, $34.2 million, Telecommunications, 90, Camarillo, CA
2322, Safecore, 132%, $5.2 million, Security, 16, Burlington, MA
2323, Cyber Advisors, 132%, $6.3 million, IT Services, 43, Maple Grove, MN
2324, Bruce Clay, 132%, $5.2 million, Advertising & Marketing, 49, Moorpark, CA
2325, Trident Marketing, 132%, $10.5 million, Advertising & Marketing, 204, Southern Pines, NC
2326, Convergence Technology Consulting, 132%, $16.1 million, IT Services, 31, GLEN BURNIE, MD
2327, V2 Systems, 132%, $2.2 million, IT Services, 28, Manassas Park, VA
2328, RKD Construction, 132%, $2 million, Construction, 3, Valrico, FL
2329, ICONMA, 132%, $40.5 million, Human Resources, 450, Troy, MI
2330, Eyecon Marketing Group, 132%, $2.7 million, Business Products & Services, 2, Alpharetta, GA
2331, Advisors Asset Management, 132%, $63.7 million, Financial Services, 253, Monument, CO
2332, Dean Evans & Associates, 132%, $9.9 million, Software, 51, Centennial, CO
2333, TSI Healthcare, 131%, $9.4 million, Software, 70, Chapel Hill, NC
2334, Papouli's Greek Grill Restaurants, 131%, $2.5 million, Food & Beverage, 55, San Antonio, TX
2335, Pita Pit USA, 131%, $10.8 million, Food & Beverage, 110, Coeur d'Alene, ID
2336, Sealex, 131%, $2.2 million, Manufacturing, 9, Harbor Springs, MI
2337, Akraya, 131%, $28 million, IT Services, 85, Sunnyvale, CA
2338, SmartPak, 131%, $53.3 million, Consumer Products & Services, 105, Plymouth, MA
2339, Desmet Ballestra North America, 131%, $30.3 million, Manufacturing, 19, Marietta, GA
2340, Cornerstone Research Group, 131%, $11.3 million, Engineering, 110, Dayton, OH
2341, Element Fusion, 131%, $2.5 million, Software, 28, Oklahoma City, OK
2342, Burwood Group, 131%, $42.2 million, IT Services, 75, Chicago, IL
2343, Advent Design, 131%, $13.2 million, Manufacturing, 66, Bristol, PA
2344, Cable Manufacturing Business, 131%, $3.7 million, Computer Hardware, 12, Huntington Beach, CA
2345, RCI Consultants, 131%, $21.8 million, Energy, 76, Houston, TX
2346, Wojan Window & Door, 131%, $21.3 million, Manufacturing, 150, Charlevoix, MI
2347, 1st in Video - Music World, 130%, $12.5 million, Retail, 24, Quincy, IL
2348, CE Group, 130%, $7.4 million, Advertising & Marketing, 65, San Antonio, TX
2349, Silverado Systems, 130%, $2.7 million, IT Services, 3, Folsom, CA
2350, ColdCypress, 130%, $4.8 million, IT Services, 34, Bridgeville, PA
2351, Plumb Line Mechanical, 130%, $6.2 million, Construction, 42, Elko, NV
2352, Apex Instruments, 130%, $8.1 million, Manufacturing, 31, Fuquay Varina, NC
2353, Apex Contracting & Restoration, 130%, $6.3 million, Construction, 55, San Diego, CA
2354, BAI, 130%, $19.4 million, Government Services, 172, Alexandria, VA
2355, IPLogic, 130%, $53.5 million, IT Services, 130, Latham, NY
2356, Infinity Systems Engineering, 130%, $11.5 million, Government Services, 71, Colorado Springs, CO
2357, Medwing.com, 130%, $6.1 million, Retail, 20, Austin, TX
2358, CableOrganizer.com, 130%, $12.8 million, Retail, 42, Fort Lauderdale, FL
2359, AutohausAZ.com, 130%, $10.5 million, Retail, 23, Tempe, AZ
2360, Beacon Occupational Health & Safety Services, 130%, $16 million, Health, 150, Anchorage, AK
2361, Clinical Resource Network, 129%, $3.1 million, Health, 18, Deerfield, IL
2362, Corporate Technologies, 129%, $49 million, IT Services, 255, Eden Prairie, MN
2363, Relectric, 129%, $8.5 million, Business Products & Services, 28, San Jose, CA
